Codi_Districte,Nom_Districte,Concepte,Rang_soroll,Valor
6,Gràcia,FFCC_E,45-50 dB,0.00%
6,Gràcia,FFCC_E,50-55 dB,0.00%
6,Gràcia,FFCC_E,55-60 dB,0.00%
6,Gràcia,FFCC_E,60-65 dB,0.00%
6,Gràcia,FFCC_E,65-70 dB,0.00%
6,Gràcia,FFCC_E,70-75 dB,0.00%
6,Gràcia,FFCC_E,75-80 dB,0.00%
6,Gràcia,FFCC_E,>=80 dB,0.00%
7,Horta-Guinardó,FFCC_E,<40 dB,100.00%
7,Horta-Guinardó,FFCC_E,40-45 dB,0.00%
7,Horta-Guinardó,FFCC_E,45-50 dB,0.00%
7,Horta-Guinardó,FFCC_E,50-55 dB,0.00%
7,Horta-Guinardó,FFCC_E,55-60 dB,0.00%
7,Horta-Guinardó,FFCC_E,60-65 dB,0.00%
7,Horta-Guinardó,FFCC_E,65-70 dB,0.00%
7,Horta-Guinardó,FFCC_E,70-75 dB,0.00%
7,Horta-Guinardó,FFCC_E,75-80 dB,0.00%
7,Horta-Guinardó,FFCC_E,>=80 dB,0.00%
8,Nou Barris,FFCC_E,<40 dB,98.58%
8,Nou Barris,FFCC_E,40-45 dB,0.51%
8,Nou Barris,FFCC_E,45-50 dB,0.41%
8,Nou Barris,FFCC_E,50-55 dB,0.20%
8,Nou Barris,FFCC_E,55-60 dB,0.19%
8,Nou Barris,FFCC_E,60-65 dB,0.11%
8,Nou Barris,FFCC_E,65-70 dB,0.00%
8,Nou Barris,FFCC_E,70-75 dB,0.00%
8,Nou Barris,FFCC_E,75-80 dB,0.00%
8,Nou Barris,FFCC_E,>=80 dB,0.00%
9,Sant Andreu,FFCC_E,<40 dB,93.64%
9,Sant Andreu,FFCC_E,40-45 dB,2.45%
9,Sant Andreu,FFCC_E,45-50 dB,2.07%
9,Sant Andreu,FFCC_E,50-55 dB,1.20%
9,Sant Andreu,FFCC_E,55-60 dB,0.44%
9,Sant Andreu,FFCC_E,60-65 dB,0.19%
9,Sant Andreu,FFCC_E,65-70 dB,0.01%
9,Sant Andreu,FFCC_E,70-75 dB,0.00%
9,Sant Andreu,FFCC_E,75-80 dB,0.00%
9,Sant Andreu,FFCC_E,>=80 dB,0.00%
10,Sant Martí,FFCC_E,<40 dB,91.10%
10,Sant Martí,FFCC_E,40-45 dB,2.61%
10,Sant Martí,FFCC_E,45-50 dB,2.25%
10,Sant Martí,FFCC_E,50-55 dB,2.75%
10,Sant Martí,FFCC_E,55-60 dB,1.06%
10,Sant Martí,FFCC_E,60-65 dB,0.20%
10,Sant Martí,FFCC_E,65-70 dB,0.03%
10,Sant Martí,FFCC_E,70-75 dB,0.00%
10,Sant Martí,FFCC_E,75-80 dB,0.00%
10,Sant Martí,FFCC_E,>=80 dB,0.00%
1,Ciutat Vella,FFCC_N,<40 dB,99.81%
1,Ciutat Vella,FFCC_N,40-45 dB,0.13%
1,Ciutat Vella,FFCC_N,45-50 dB,0.00%
1,Ciutat Vella,FFCC_N,50-55 dB,0.06%
1,Ciutat Vella,FFCC_N,55-60 dB,0.00%
1,Ciutat Vella,FFCC_N,60-65 dB,0.00%
1,Ciutat Vella,FFCC_N,65-70 dB,0.00%
1,Ciutat Vella,FFCC_N,70-75 dB,0.00%
1,Ciutat Vella,FFCC_N,75-80 dB,0.00%
1,Ciutat Vella,FFCC_N,>=80 dB,0.00%
2,Eixample,FFCC_N,<40 dB,100.00%
2,Eixample,FFCC_N,40-45 dB,0.00%
2,Eixample,FFCC_N,45-50 dB,0.00%
2,Eixample,FFCC_N,50-55 dB,0.00%
2,Eixample,FFCC_N,55-60 dB,0.00%
2,Eixample,FFCC_N,60-65 dB,0.00%
2,Eixample,FFCC_N,65-70 dB,0.00%
2,Eixample,FFCC_N,70-75 dB,0.00%
2,Eixample,FFCC_N,75-80 dB,0.00%
2,Eixample,FFCC_N,>=80 dB,0.00%
3,Sants-Montjuïc,FFCC_N,<40 dB,99.99%
3,Sants-Montjuïc,FFCC_N,40-45 dB,0.01%
3,Sants-Montjuïc,FFCC_N,45-50 dB,0.00%
3,Sants-Montjuïc,FFCC_N,50-55 dB,0.00%
3,Sants-Montjuïc,FFCC_N,55-60 dB,0.00%
3,Sants-Montjuïc,FFCC_N,60-65 dB,0.00%
3,Sants-Montjuïc,FFCC_N,65-70 dB,0.00%
3,Sants-Montjuïc,FFCC_N,70-75 dB,0.00%
3,Sants-Montjuïc,FFCC_N,75-80 dB,0.00%
3,Sants-Montjuïc,FFCC_N,>=80 dB,0.00%
4,Les Corts,FFCC_N,<40 dB,98.21%
4,Les Corts,FFCC_N,40-45 dB,0.92%
4,Les Corts,FFCC_N,45-50 dB,0.50%
4,Les Corts,FFCC_N,50-55 dB,0.37%
4,Les Corts,FFCC_N,55-60 dB,0.00%
4,Les Corts,FFCC_N,60-65 dB,0.00%
4,Les Corts,FFCC_N,65-70 dB,0.00%
4,Les Corts,FFCC_N,70-75 dB,0.00%
4,Les Corts,FFCC_N,75-80 dB,0.00%
4,Les Corts,FFCC_N,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,FFCC_N,<40 dB,99.39%
5,Sarrià-Sant Gervasi,FFCC_N,40-45 dB,0.36%
5,Sarrià-Sant Gervasi,FFCC_N,45-50 dB,0.15%
5,Sarrià-Sant Gervasi,FFCC_N,50-55 dB,0.05%
5,Sarrià-Sant Gervasi,FFCC_N,55-60 dB,0.04%
5,Sarrià-Sant Gervasi,FFCC_N,60-65 dB,0.01%
5,Sarrià-Sant Gervasi,FFCC_N,65-70 dB,0.00%
5,Sarrià-Sant Gervasi,FFCC_N,70-75 dB,0.00%
5,Sarrià-Sant Gervasi,FFCC_N,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,FFCC_N,>=80 dB,0.00%
6,Gràcia,FFCC_N,<40 dB,100.00%
6,Gràcia,FFCC_N,40-45 dB,0.00%
6,Gràcia,FFCC_N,45-50 dB,0.00%
6,Gràcia,FFCC_N,50-55 dB,0.00%
6,Gràcia,FFCC_N,55-60 dB,0.00%
6,Gràcia,FFCC_N,60-65 dB,0.00%
6,Gràcia,FFCC_N,65-70 dB,0.00%
6,Gràcia,FFCC_N,70-75 dB,0.00%
6,Gràcia,FFCC_N,75-80 dB,0.00%
6,Gràcia,FFCC_N,>=80 dB,0.00%
7,Horta-Guinardó,FFCC_N,<40 dB,100.00%
7,Horta-Guinardó,FFCC_N,40-45 dB,0.00%
7,Horta-Guinardó,FFCC_N,45-50 dB,0.00%
7,Horta-Guinardó,FFCC_N,50-55 dB,0.00%
7,Horta-Guinardó,FFCC_N,55-60 dB,0.00%
7,Horta-Guinardó,FFCC_N,60-65 dB,0.00%
7,Horta-Guinardó,FFCC_N,65-70 dB,0.00%
7,Horta-Guinardó,FFCC_N,70-75 dB,0.00%
7,Horta-Guinardó,FFCC_N,75-80 dB,0.00%
7,Horta-Guinardó,FFCC_N,>=80 dB,0.00%
8,Nou Barris,FFCC_N,<40 dB,99.14%
8,Nou Barris,FFCC_N,40-45 dB,0.42%
8,Nou Barris,FFCC_N,45-50 dB,0.15%
8,Nou Barris,FFCC_N,50-55 dB,0.18%
8,Nou Barris,FFCC_N,55-60 dB,0.11%
8,Nou Barris,FFCC_N,60-65 dB,0.00%
8,Nou Barris,FFCC_N,65-70 dB,0.00%
8,Nou Barris,FFCC_N,70-75 dB,0.00%
8,Nou Barris,FFCC_N,75-80 dB,0.00%
8,Nou Barris,FFCC_N,>=80 dB,0.00%
9,Sant Andreu,FFCC_N,<40 dB,96.89%
9,Sant Andreu,FFCC_N,40-45 dB,1.96%
9,Sant Andreu,FFCC_N,45-50 dB,0.85%
9,Sant Andreu,FFCC_N,50-55 dB,0.24%
9,Sant Andreu,FFCC_N,55-60 dB,0.05%
9,Sant Andreu,FFCC_N,60-65 dB,0.01%
9,Sant Andreu,FFCC_N,65-70 dB,0.00%
9,Sant Andreu,FFCC_N,70-75 dB,0.00%
9,Sant Andreu,FFCC_N,75-80 dB,0.00%
9,Sant Andreu,FFCC_N,>=80 dB,0.00%
10,Sant Martí,FFCC_N,<40 dB,94.83%
10,Sant Martí,FFCC_N,40-45 dB,1.94%
10,Sant Martí,FFCC_N,45-50 dB,2.69%
10,Sant Martí,FFCC_N,50-55 dB,0.46%
10,Sant Martí,FFCC_N,55-60 dB,0.07%
10,Sant Martí,FFCC_N,60-65 dB,0.01%
10,Sant Martí,FFCC_N,65-70 dB,0.00%
10,Sant Martí,FFCC_N,70-75 dB,0.00%
10,Sant Martí,FFCC_N,75-80 dB,0.00%
10,Sant Martí,FFCC_N,>=80 dB,0.00%
1,Ciutat Vella,FFCC_DEN,<40 dB,99.17%
1,Ciutat Vella,FFCC_DEN,40-45 dB,0.41%
1,Ciutat Vella,FFCC_DEN,45-50 dB,0.34%
1,Ciutat Vella,FFCC_DEN,50-55 dB,0.02%
1,Ciutat Vella,FFCC_DEN,55-60 dB,0.01%
1,Ciutat Vella,FFCC_DEN,60-65 dB,0.05%
1,Ciutat Vella,FFCC_DEN,65-70 dB,0.00%
1,Ciutat Vella,FFCC_DEN,70-75 dB,0.00%
1,Ciutat Vella,FFCC_DEN,75-80 dB,0.00%
1,Ciutat Vella,FFCC_DEN,>=80 dB,0.00%
2,Eixample,FFCC_DEN,<40 dB,99.93%
2,Eixample,FFCC_DEN,40-45 dB,0.07%
2,Eixample,FFCC_DEN,45-50 dB,0.00%
2,Eixample,FFCC_DEN,50-55 dB,0.00%
2,Eixample,FFCC_DEN,55-60 dB,0.00%
2,Eixample,FFCC_DEN,60-65 dB,0.00%
2,Eixample,FFCC_DEN,65-70 dB,0.00%
2,Eixample,FFCC_DEN,70-75 dB,0.00%
2,Eixample,FFCC_DEN,75-80 dB,0.00%
2,Eixample,FFCC_DEN,>=80 dB,0.00%
3,Sants-Montjuïc,FFCC_DEN,<40 dB,99.97%
3,Sants-Montjuïc,FFCC_DEN,40-45 dB,0.02%
3,Sants-Montjuïc,FFCC_DEN,45-50 dB,0.01%
3,Sants-Montjuïc,FFCC_DEN,50-55 dB,0.00%
3,Sants-Montjuïc,FFCC_DEN,55-60 dB,0.00%
3,Sants-Montjuïc,FFCC_DEN,60-65 dB,0.00%
3,Sants-Montjuïc,FFCC_DEN,65-70 dB,0.00%
3,Sants-Montjuïc,FFCC_DEN,70-75 dB,0.00%
3,Sants-Montjuïc,FFCC_DEN,75-80 dB,0.00%
3,Sants-Montjuïc,FFCC_DEN,>=80 dB,0.00%
4,Les Corts,FFCC_DEN,<40 dB,95.50%
4,Les Corts,FFCC_DEN,40-45 dB,2.17%
4,Les Corts,FFCC_DEN,45-50 dB,0.90%
4,Les Corts,FFCC_DEN,50-55 dB,0.79%
4,Les Corts,FFCC_DEN,55-60 dB,0.38%
4,Les Corts,FFCC_DEN,60-65 dB,0.26%
4,Les Corts,FFCC_DEN,65-70 dB,0.00%
4,Les Corts,FFCC_DEN,70-75 dB,0.00%
4,Les Corts,FFCC_DEN,75-80 dB,0.00%
4,Les Corts,FFCC_DEN,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,FFCC_DEN,<40 dB,98.32%
5,Sarrià-Sant Gervasi,FFCC_DEN,40-45 dB,0.82%
5,Sarrià-Sant Gervasi,FFCC_DEN,45-50 dB,0.43%
5,Sarrià-Sant Gervasi,FFCC_DEN,50-55 dB,0.28%
5,Sarrià-Sant Gervasi,FFCC_DEN,55-60 dB,0.07%
5,Sarrià-Sant Gervasi,FFCC_DEN,60-65 dB,0.05%
5,Sarrià-Sant Gervasi,FFCC_DEN,65-70 dB,0.02%
5,Sarrià-Sant Gervasi,FFCC_DEN,70-75 dB,0.01%
5,Sarrià-Sant Gervasi,FFCC_DEN,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,FFCC_DEN,>=80 dB,0.00%
6,Gràcia,FFCC_DEN,<40 dB,100.00%
6,Gràcia,FFCC_DEN,40-45 dB,0.00%
6,Gràcia,FFCC_DEN,45-50 dB,0.00%
6,Gràcia,FFCC_DEN,50-55 dB,0.00%
6,Gràcia,FFCC_DEN,55-60 dB,0.00%
6,Gràcia,FFCC_DEN,60-65 dB,0.00%
6,Gràcia,FFCC_DEN,65-70 dB,0.00%
6,Gràcia,FFCC_DEN,70-75 dB,0.00%
6,Gràcia,FFCC_DEN,75-80 dB,0.00%
6,Gràcia,FFCC_DEN,>=80 dB,0.00%
7,Horta-Guinardó,FFCC_DEN,<40 dB,100.00%
7,Horta-Guinardó,FFCC_DEN,40-45 dB,0.00%
7,Horta-Guinardó,FFCC_DEN,45-50 dB,0.00%
7,Horta-Guinardó,FFCC_DEN,50-55 dB,0.00%
7,Horta-Guinardó,FFCC_DEN,55-60 dB,0.00%
7,Horta-Guinardó,FFCC_DEN,60-65 dB,0.00%
7,Horta-Guinardó,FFCC_DEN,65-70 dB,0.00%
7,Horta-Guinardó,FFCC_DEN,70-75 dB,0.00%
7,Horta-Guinardó,FFCC_DEN,75-80 dB,0.00%
7,Horta-Guinardó,FFCC_DEN,>=80 dB,0.00%
8,Nou Barris,FFCC_DEN,<40 dB,98.17%
8,Nou Barris,FFCC_DEN,40-45 dB,0.66%
8,Nou Barris,FFCC_DEN,45-50 dB,0.44%
8,Nou Barris,FFCC_DEN,50-55 dB,0.36%
8,Nou Barris,FFCC_DEN,55-60 dB,0.12%
8,Nou Barris,FFCC_DEN,60-65 dB,0.17%
8,Nou Barris,FFCC_DEN,65-70 dB,0.08%
8,Nou Barris,FFCC_DEN,70-75 dB,0.00%
8,Nou Barris,FFCC_DEN,75-80 dB,0.00%
8,Nou Barris,FFCC_DEN,>=80 dB,0.00%
9,Sant Andreu,FFCC_DEN,<40 dB,92.34%
9,Sant Andreu,FFCC_DEN,40-45 dB,2.66%
9,Sant Andreu,FFCC_DEN,45-50 dB,2.31%
9,Sant Andreu,FFCC_DEN,50-55 dB,1.72%
9,Sant Andreu,FFCC_DEN,55-60 dB,0.72%
9,Sant Andreu,FFCC_DEN,60-65 dB,0.23%
9,Sant Andreu,FFCC_DEN,65-70 dB,0.02%
9,Sant Andreu,FFCC_DEN,70-75 dB,0.00%
9,Sant Andreu,FFCC_DEN,75-80 dB,0.00%
9,Sant Andreu,FFCC_DEN,>=80 dB,0.00%
10,Sant Martí,FFCC_DEN,<40 dB,90.08%
10,Sant Martí,FFCC_DEN,40-45 dB,2.83%
10,Sant Martí,FFCC_DEN,45-50 dB,2.51%
10,Sant Martí,FFCC_DEN,50-55 dB,2.09%
10,Sant Martí,FFCC_DEN,55-60 dB,2.16%
10,Sant Martí,FFCC_DEN,60-65 dB,0.26%
10,Sant Martí,FFCC_DEN,65-70 dB,0.06%
10,Sant Martí,FFCC_DEN,70-75 dB,0.01%
10,Sant Martí,FFCC_DEN,75-80 dB,0.00%
10,Sant Martí,FFCC_DEN,>=80 dB,0.00%
1,Ciutat Vella,INDUST_D,<40 dB,100.00%
1,Ciutat Vella,INDUST_D,40-45 dB,0.00%
1,Ciutat Vella,INDUST_D,45-50 dB,0.00%
1,Ciutat Vella,INDUST_D,50-55 dB,0.00%
1,Ciutat Vella,INDUST_D,55-60 dB,0.00%
1,Ciutat Vella,INDUST_D,60-65 dB,0.00%
1,Ciutat Vella,INDUST_D,65-70 dB,0.00%
1,Ciutat Vella,INDUST_D,70-75 dB,0.00%
1,Ciutat Vella,INDUST_D,75-80 dB,0.00%
1,Ciutat Vella,INDUST_D,>=80 dB,0.00%
2,Eixample,INDUST_D,<40 dB,100.00%
2,Eixample,INDUST_D,40-45 dB,0.00%
2,Eixample,INDUST_D,45-50 dB,0.00%
2,Eixample,INDUST_D,50-55 dB,0.00%
2,Eixample,INDUST_D,55-60 dB,0.00%
2,Eixample,INDUST_D,60-65 dB,0.00%
2,Eixample,INDUST_D,65-70 dB,0.00%
2,Eixample,INDUST_D,70-75 dB,0.00%
2,Eixample,INDUST_D,75-80 dB,0.00%
2,Eixample,INDUST_D,>=80 dB,0.00%
3,Sants-Montjuïc,INDUST_D,<40 dB,99.96%
3,Sants-Montjuïc,INDUST_D,40-45 dB,0.04%
3,Sants-Montjuïc,INDUST_D,45-50 dB,0.00%
3,Sants-Montjuïc,INDUST_D,50-55 dB,0.00%
3,Sants-Montjuïc,INDUST_D,55-60 dB,0.00%
3,Sants-Montjuïc,INDUST_D,60-65 dB,0.00%
3,Sants-Montjuïc,INDUST_D,65-70 dB,0.00%
3,Sants-Montjuïc,INDUST_D,70-75 dB,0.00%
3,Sants-Montjuïc,INDUST_D,75-80 dB,0.00%
3,Sants-Montjuïc,INDUST_D,>=80 dB,0.00%
4,Les Corts,INDUST_D,<40 dB,100.00%
4,Les Corts,INDUST_D,40-45 dB,0.00%
4,Les Corts,INDUST_D,45-50 dB,0.00%
4,Les Corts,INDUST_D,50-55 dB,0.00%
4,Les Corts,INDUST_D,55-60 dB,0.00%
4,Les Corts,INDUST_D,60-65 dB,0.00%
4,Les Corts,INDUST_D,65-70 dB,0.00%
4,Les Corts,INDUST_D,70-75 dB,0.00%
4,Les Corts,INDUST_D,75-80 dB,0.00%
4,Les Corts,INDUST_D,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_D,<40 dB,100.00%
5,Sarrià-Sant Gervasi,INDUST_D,40-45 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_D,45-50 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_D,50-55 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_D,55-60 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_D,60-65 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_D,65-70 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_D,70-75 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_D,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_D,>=80 dB,0.00%
6,Gràcia,INDUST_D,<40 dB,100.00%
6,Gràcia,INDUST_D,40-45 dB,0.00%
6,Gràcia,INDUST_D,45-50 dB,0.00%
6,Gràcia,INDUST_D,50-55 dB,0.00%
6,Gràcia,INDUST_D,55-60 dB,0.00%
6,Gràcia,INDUST_D,60-65 dB,0.00%
6,Gràcia,INDUST_D,65-70 dB,0.00%
6,Gràcia,INDUST_D,70-75 dB,0.00%
6,Gràcia,INDUST_D,75-80 dB,0.00%
6,Gràcia,INDUST_D,>=80 dB,0.00%
7,Horta-Guinardó,INDUST_D,<40 dB,100.00%
7,Horta-Guinardó,INDUST_D,40-45 dB,0.00%
7,Horta-Guinardó,INDUST_D,45-50 dB,0.00%
7,Horta-Guinardó,INDUST_D,50-55 dB,0.00%
7,Horta-Guinardó,INDUST_D,55-60 dB,0.00%
7,Horta-Guinardó,INDUST_D,60-65 dB,0.00%
7,Horta-Guinardó,INDUST_D,65-70 dB,0.00%
7,Horta-Guinardó,INDUST_D,70-75 dB,0.00%
7,Horta-Guinardó,INDUST_D,75-80 dB,0.00%
7,Horta-Guinardó,INDUST_D,>=80 dB,0.00%
8,Nou Barris,INDUST_D,<40 dB,100.00%
8,Nou Barris,INDUST_D,40-45 dB,0.00%
8,Nou Barris,INDUST_D,45-50 dB,0.00%
8,Nou Barris,INDUST_D,50-55 dB,0.00%
8,Nou Barris,INDUST_D,55-60 dB,0.00%
8,Nou Barris,INDUST_D,60-65 dB,0.00%
8,Nou Barris,INDUST_D,65-70 dB,0.00%
8,Nou Barris,INDUST_D,70-75 dB,0.00%
8,Nou Barris,INDUST_D,75-80 dB,0.00%
8,Nou Barris,INDUST_D,>=80 dB,0.00%
9,Sant Andreu,INDUST_D,<40 dB,99.06%
9,Sant Andreu,INDUST_D,40-45 dB,0.66%
9,Sant Andreu,INDUST_D,45-50 dB,0.26%
9,Sant Andreu,INDUST_D,50-55 dB,0.02%
9,Sant Andreu,INDUST_D,55-60 dB,0.00%
9,Sant Andreu,INDUST_D,60-65 dB,0.00%
9,Sant Andreu,INDUST_D,65-70 dB,0.00%
9,Sant Andreu,INDUST_D,70-75 dB,0.00%
9,Sant Andreu,INDUST_D,75-80 dB,0.00%
9,Sant Andreu,INDUST_D,>=80 dB,0.00%
10,Sant Martí,INDUST_D,<40 dB,98.08%
10,Sant Martí,INDUST_D,40-45 dB,1.41%
10,Sant Martí,INDUST_D,45-50 dB,0.26%
10,Sant Martí,INDUST_D,50-55 dB,0.20%
10,Sant Martí,INDUST_D,55-60 dB,0.05%
10,Sant Martí,INDUST_D,60-65 dB,0.00%
10,Sant Martí,INDUST_D,65-70 dB,0.00%
10,Sant Martí,INDUST_D,70-75 dB,0.00%
10,Sant Martí,INDUST_D,75-80 dB,0.00%
10,Sant Martí,INDUST_D,>=80 dB,0.00%
1,Ciutat Vella,INDUST_E,<40 dB,100.00%
1,Ciutat Vella,INDUST_E,40-45 dB,0.00%
1,Ciutat Vella,INDUST_E,45-50 dB,0.00%
1,Ciutat Vella,INDUST_E,50-55 dB,0.00%
1,Ciutat Vella,INDUST_E,55-60 dB,0.00%
1,Ciutat Vella,INDUST_E,60-65 dB,0.00%
1,Ciutat Vella,INDUST_E,65-70 dB,0.00%
1,Ciutat Vella,INDUST_E,70-75 dB,0.00%
1,Ciutat Vella,INDUST_E,75-80 dB,0.00%
1,Ciutat Vella,INDUST_E,>=80 dB,0.00%
2,Eixample,INDUST_E,<40 dB,100.00%
2,Eixample,INDUST_E,40-45 dB,0.00%
2,Eixample,INDUST_E,45-50 dB,0.00%
2,Eixample,INDUST_E,50-55 dB,0.00%
2,Eixample,INDUST_E,55-60 dB,0.00%
2,Eixample,INDUST_E,60-65 dB,0.00%
2,Eixample,INDUST_E,65-70 dB,0.00%
2,Eixample,INDUST_E,70-75 dB,0.00%
2,Eixample,INDUST_E,75-80 dB,0.00%
2,Eixample,INDUST_E,>=80 dB,0.00%
3,Sants-Montjuïc,INDUST_E,<40 dB,100.00%
3,Sants-Montjuïc,INDUST_E,40-45 dB,0.00%
3,Sants-Montjuïc,INDUST_E,45-50 dB,0.00%
3,Sants-Montjuïc,INDUST_E,50-55 dB,0.00%
3,Sants-Montjuïc,INDUST_E,55-60 dB,0.00%
3,Sants-Montjuïc,INDUST_E,60-65 dB,0.00%
3,Sants-Montjuïc,INDUST_E,65-70 dB,0.00%
3,Sants-Montjuïc,INDUST_E,70-75 dB,0.00%
3,Sants-Montjuïc,INDUST_E,75-80 dB,0.00%
3,Sants-Montjuïc,INDUST_E,>=80 dB,0.00%
4,Les Corts,INDUST_E,<40 dB,100.00%
4,Les Corts,INDUST_E,40-45 dB,0.00%
4,Les Corts,INDUST_E,45-50 dB,0.00%
4,Les Corts,INDUST_E,50-55 dB,0.00%
4,Les Corts,INDUST_E,55-60 dB,0.00%
4,Les Corts,INDUST_E,60-65 dB,0.00%
4,Les Corts,INDUST_E,65-70 dB,0.00%
4,Les Corts,INDUST_E,70-75 dB,0.00%
4,Les Corts,INDUST_E,75-80 dB,0.00%
4,Les Corts,INDUST_E,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_E,<40 dB,100.00%
5,Sarrià-Sant Gervasi,INDUST_E,40-45 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_E,45-50 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_E,50-55 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_E,55-60 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_E,60-65 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_E,65-70 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_E,70-75 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_E,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,INDUST_E,>=80 dB,0.00%
6,Gràcia,INDUST_E,<40 dB,100.00%
6,Gràcia,INDUST_E,40-45 dB,0.00%
6,Gràcia,INDUST_E,45-50 dB,0.00%
6,Gràcia,INDUST_E,50-55 dB,0.00%
6,Gràcia,INDUST_E,55-60 dB,0.00%
6,Gràcia,INDUST_E,60-65 dB,0.00%
6,Gràcia,INDUST_E,65-70 dB,0.00%
6,Gràcia,INDUST_E,70-75 dB,0.00%
6,Gràcia,INDUST_E,75-80 dB,0.00%
6,Gràcia,INDUST_E,>=80 dB,0.00%
7,Horta-Guinardó,INDUST_E,<40 dB,100.00%
7,Horta-Guinardó,INDUST_E,40-45 dB,0.00%
7,Horta-Guinardó,INDUST_E,45-50 dB,0.00%
7,Horta-Guinardó,INDUST_E,50-55 dB,0.00%
7,Horta-Guinardó,INDUST_E,55-60 dB,0.00%
7,Horta-Guinardó,INDUST_E,60-65 dB,0.00%
7,Horta-Guinardó,INDUST_E,65-70 dB,0.00%
7,Horta-Guinardó,INDUST_E,70-75 dB,0.00%
7,Horta-Guinardó,INDUST_E,75-80 dB,0.00%
7,Horta-Guinardó,INDUST_E,>=80 dB,0.00%
8,Nou Barris,INDUST_E,<40 dB,100.00%
8,Nou Barris,INDUST_E,40-45 dB,0.00%
8,Nou Barris,INDUST_E,45-50 dB,0.00%
8,Nou Barris,INDUST_E,50-55 dB,0.00%
8,Nou Barris,INDUST_E,55-60 dB,0.00%
8,Nou Barris,INDUST_E,60-65 dB,0.00%
8,Nou Barris,INDUST_E,65-70 dB,0.00%
8,Nou Barris,INDUST_E,70-75 dB,0.00%
8,Nou Barris,INDUST_E,75-80 dB,0.00%
8,Nou Barris,INDUST_E,>=80 dB,0.00%
9,Sant Andreu,INDUST_E,<40 dB,99.84%
9,Sant Andreu,INDUST_E,40-45 dB,0.16%
9,Sant Andreu,INDUST_E,45-50 dB,0.00%
9,Sant Andreu,INDUST_E,50-55 dB,0.00%
9,Sant Andreu,INDUST_E,55-60 dB,0.00%
9,Sant Andreu,INDUST_E,60-65 dB,0.00%
9,Sant Andreu,INDUST_E,65-70 dB,0.00%
9,Sant Andreu,INDUST_E,70-75 dB,0.00%
9,Sant Andreu,INDUST_E,75-80 dB,0.00%
9,Sant Andreu,INDUST_E,>=80 dB,0.00%
10,Sant Martí,INDUST_E,<40 dB,99.90%
10,Sant Martí,INDUST_E,40-45 dB,0.10%
10,Sant Martí,INDUST_E,45-50 dB,0.00%
10,Sant Martí,INDUST_E,50-55 dB,0.00%
10,Sant Martí,INDUST_E,55-60 dB,0.00%
10,Sant Martí,INDUST_E,60-65 dB,0.00%
10,Sant Martí,INDUST_E,65-70 dB,0.00%
10,Sant Martí,INDUST_E,70-75 dB,0.00%
10,Sant Martí,INDUST_E,75-80 dB,0.00%
10,Sant Martí,INDUST_E,>=80 dB,0.00%
1,Ciutat Vella,INDUST_N,<40 dB,100.00%
1,Ciutat Vella,INDUST_N,40-45 dB,0.00%
1,Ciutat Vella,INDUST_N,45-50 dB,0.00%
1,Ciutat Vella,INDUST_N,50-55 dB,0.00%
1,Ciutat Vella,INDUST_N,55-60 dB,0.00%
1,Ciutat Vella,INDUST_N,60-65 dB,0.00%
1,Ciutat Vella,INDUST_N,65-70 dB,0.00%
1,Ciutat Vella,INDUST_N,70-75 dB,0.00%
1,Ciutat Vella,INDUST_N,75-80 dB,0.00%
1,Ciutat Vella,INDUST_N,>=80 dB,0.00%
2,Eixample,INDUST_N,<40 dB,100.00%
2,Eixample,INDUST_N,40-45 dB,0.00%
2,Eixample,INDUST_N,45-50 dB,0.00%
2,Eixample,INDUST_N,50-55 dB,0.00%
2,Eixample,INDUST_N,55-60 dB,0.00%
2,Eixample,INDUST_N,60-65 dB,0.00%
2,Eixample,INDUST_N,65-70 dB,0.00%
2,Eixample,INDUST_N,70-75 dB,0.00%
2,Eixample,INDUST_N,75-80 dB,0.00%
2,Eixample,INDUST_N,>=80 dB,0.00%
3,Sants-Montjuïc,INDUST_N,<40 dB,100.00%
3,Sants-Montjuïc,INDUST_N,40-45 dB,0.00%
3,Sants-Montjuïc,INDUST_N,45-50 dB,0.00%
