Codi_Districte,Nom_Districte,Concepte,Rang_soroll,Valor
1,Ciutat Vella,TOTAL_D,<40 dB,5.60%
1,Ciutat Vella,TOTAL_D,40-45 dB,21.83%
1,Ciutat Vella,TOTAL_D,45-50 dB,12.66%
1,Ciutat Vella,TOTAL_D,50-55 dB,15.26%
1,Ciutat Vella,TOTAL_D,55-60 dB,20.28%
1,Ciutat Vella,TOTAL_D,60-65 dB,16.81%
1,Ciutat Vella,TOTAL_D,65-70 dB,5.30%
1,Ciutat Vella,TOTAL_D,70-75 dB,2.20%
1,Ciutat Vella,TOTAL_D,75-80 dB,0.06%
1,Ciutat Vella,TOTAL_D,>=80 dB,0.00%
2,Eixample,TOTAL_D,<40 dB,0.12%
2,Eixample,TOTAL_D,40-45 dB,4.44%
2,Eixample,TOTAL_D,45-50 dB,30.09%
2,Eixample,TOTAL_D,50-55 dB,2.38%
2,Eixample,TOTAL_D,55-60 dB,7.65%
2,Eixample,TOTAL_D,60-65 dB,9.60%
2,Eixample,TOTAL_D,65-70 dB,26.42%
2,Eixample,TOTAL_D,70-75 dB,18.34%
2,Eixample,TOTAL_D,75-80 dB,0.96%
2,Eixample,TOTAL_D,>=80 dB,0.00%
3,Sants-Montjuïc,TOTAL_D,<40 dB,6.46%
3,Sants-Montjuïc,TOTAL_D,40-45 dB,18.73%
3,Sants-Montjuïc,TOTAL_D,45-50 dB,12.19%
3,Sants-Montjuïc,TOTAL_D,50-55 dB,10.82%
3,Sants-Montjuïc,TOTAL_D,55-60 dB,15.74%
3,Sants-Montjuïc,TOTAL_D,60-65 dB,18.67%
3,Sants-Montjuïc,TOTAL_D,65-70 dB,12.13%
3,Sants-Montjuïc,TOTAL_D,70-75 dB,5.26%
3,Sants-Montjuïc,TOTAL_D,75-80 dB,0.00%
3,Sants-Montjuïc,TOTAL_D,>=80 dB,0.00%
4,Les Corts,TOTAL_D,<40 dB,0.35%
4,Les Corts,TOTAL_D,40-45 dB,15.90%
4,Les Corts,TOTAL_D,45-50 dB,11.89%
4,Les Corts,TOTAL_D,50-55 dB,8.73%
4,Les Corts,TOTAL_D,55-60 dB,17.98%
4,Les Corts,TOTAL_D,60-65 dB,21.95%
4,Les Corts,TOTAL_D,65-70 dB,13.68%
4,Les Corts,TOTAL_D,70-75 dB,9.52%
4,Les Corts,TOTAL_D,75-80 dB,0.00%
4,Les Corts,TOTAL_D,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,TOTAL_D,<40 dB,1.64%
5,Sarrià-Sant Gervasi,TOTAL_D,40-45 dB,12.69%
5,Sarrià-Sant Gervasi,TOTAL_D,45-50 dB,17.07%
5,Sarrià-Sant Gervasi,TOTAL_D,50-55 dB,12.33%
5,Sarrià-Sant Gervasi,TOTAL_D,55-60 dB,18.28%
5,Sarrià-Sant Gervasi,TOTAL_D,60-65 dB,16.28%
5,Sarrià-Sant Gervasi,TOTAL_D,65-70 dB,10.48%
5,Sarrià-Sant Gervasi,TOTAL_D,70-75 dB,10.88%
5,Sarrià-Sant Gervasi,TOTAL_D,75-80 dB,0.35%
5,Sarrià-Sant Gervasi,TOTAL_D,>=80 dB,0.00%
6,Gràcia,TOTAL_D,<40 dB,2.07%
6,Gràcia,TOTAL_D,40-45 dB,17.42%
6,Gràcia,TOTAL_D,45-50 dB,13.62%
6,Gràcia,TOTAL_D,50-55 dB,9.85%
6,Gràcia,TOTAL_D,55-60 dB,16.44%
6,Gràcia,TOTAL_D,60-65 dB,15.39%
6,Gràcia,TOTAL_D,65-70 dB,17.01%
6,Gràcia,TOTAL_D,70-75 dB,7.68%
6,Gràcia,TOTAL_D,75-80 dB,0.52%
6,Gràcia,TOTAL_D,>=80 dB,0.00%
7,Horta-Guinardó,TOTAL_D,<40 dB,4.43%
7,Horta-Guinardó,TOTAL_D,40-45 dB,21.47%
7,Horta-Guinardó,TOTAL_D,45-50 dB,13.42%
7,Horta-Guinardó,TOTAL_D,50-55 dB,12.09%
7,Horta-Guinardó,TOTAL_D,55-60 dB,17.28%
7,Horta-Guinardó,TOTAL_D,60-65 dB,14.24%
7,Horta-Guinardó,TOTAL_D,65-70 dB,12.31%
7,Horta-Guinardó,TOTAL_D,70-75 dB,4.65%
7,Horta-Guinardó,TOTAL_D,75-80 dB,0.11%
7,Horta-Guinardó,TOTAL_D,>=80 dB,0.00%
8,Nou Barris,TOTAL_D,<40 dB,3.82%
8,Nou Barris,TOTAL_D,40-45 dB,17.79%
8,Nou Barris,TOTAL_D,45-50 dB,13.91%
8,Nou Barris,TOTAL_D,50-55 dB,14.25%
8,Nou Barris,TOTAL_D,55-60 dB,22.31%
8,Nou Barris,TOTAL_D,60-65 dB,15.35%
8,Nou Barris,TOTAL_D,65-70 dB,9.90%
8,Nou Barris,TOTAL_D,70-75 dB,2.61%
8,Nou Barris,TOTAL_D,75-80 dB,0.06%
8,Nou Barris,TOTAL_D,>=80 dB,0.00%
9,Sant Andreu,TOTAL_D,<40 dB,2.06%
9,Sant Andreu,TOTAL_D,40-45 dB,14.21%
9,Sant Andreu,TOTAL_D,45-50 dB,13.67%
9,Sant Andreu,TOTAL_D,50-55 dB,11.36%
9,Sant Andreu,TOTAL_D,55-60 dB,19.81%
9,Sant Andreu,TOTAL_D,60-65 dB,18.17%
9,Sant Andreu,TOTAL_D,65-70 dB,14.77%
9,Sant Andreu,TOTAL_D,70-75 dB,5.95%
9,Sant Andreu,TOTAL_D,75-80 dB,0.00%
9,Sant Andreu,TOTAL_D,>=80 dB,0.00%
10,Sant Martí,TOTAL_D,<40 dB,0.95%
10,Sant Martí,TOTAL_D,40-45 dB,11.40%
10,Sant Martí,TOTAL_D,45-50 dB,13.81%
10,Sant Martí,TOTAL_D,50-55 dB,13.05%
10,Sant Martí,TOTAL_D,55-60 dB,20.95%
10,Sant Martí,TOTAL_D,60-65 dB,20.27%
10,Sant Martí,TOTAL_D,65-70 dB,13.72%
10,Sant Martí,TOTAL_D,70-75 dB,5.81%
10,Sant Martí,TOTAL_D,75-80 dB,0.04%
10,Sant Martí,TOTAL_D,>=80 dB,0.00%
1,Ciutat Vella,TOTAL_E,<40 dB,15.34%
1,Ciutat Vella,TOTAL_E,40-45 dB,17.78%
1,Ciutat Vella,TOTAL_E,45-50 dB,11.68%
1,Ciutat Vella,TOTAL_E,50-55 dB,16.54%
1,Ciutat Vella,TOTAL_E,55-60 dB,20.13%
1,Ciutat Vella,TOTAL_E,60-65 dB,12.81%
1,Ciutat Vella,TOTAL_E,65-70 dB,4.79%
1,Ciutat Vella,TOTAL_E,70-75 dB,0.93%
1,Ciutat Vella,TOTAL_E,75-80 dB,0.00%
1,Ciutat Vella,TOTAL_E,>=80 dB,0.00%
2,Eixample,TOTAL_E,<40 dB,0.14%
2,Eixample,TOTAL_E,40-45 dB,17.44%
2,Eixample,TOTAL_E,45-50 dB,21.78%
2,Eixample,TOTAL_E,50-55 dB,1.30%
2,Eixample,TOTAL_E,55-60 dB,6.10%
2,Eixample,TOTAL_E,60-65 dB,13.12%
2,Eixample,TOTAL_E,65-70 dB,30.77%
2,Eixample,TOTAL_E,70-75 dB,9.34%
2,Eixample,TOTAL_E,75-80 dB,0.01%
2,Eixample,TOTAL_E,>=80 dB,0.00%
3,Sants-Montjuïc,TOTAL_E,<40 dB,14.58%
3,Sants-Montjuïc,TOTAL_E,40-45 dB,19.43%
3,Sants-Montjuïc,TOTAL_E,45-50 dB,9.01%
3,Sants-Montjuïc,TOTAL_E,50-55 dB,9.32%
3,Sants-Montjuïc,TOTAL_E,55-60 dB,18.26%
3,Sants-Montjuïc,TOTAL_E,60-65 dB,15.97%
3,Sants-Montjuïc,TOTAL_E,65-70 dB,10.85%
3,Sants-Montjuïc,TOTAL_E,70-75 dB,2.58%
3,Sants-Montjuïc,TOTAL_E,75-80 dB,0.00%
3,Sants-Montjuïc,TOTAL_E,>=80 dB,0.00%
4,Les Corts,TOTAL_E,<40 dB,1.49%
4,Les Corts,TOTAL_E,40-45 dB,22.69%
4,Les Corts,TOTAL_E,45-50 dB,7.98%
4,Les Corts,TOTAL_E,50-55 dB,10.61%
4,Les Corts,TOTAL_E,55-60 dB,19.94%
4,Les Corts,TOTAL_E,60-65 dB,19.38%
4,Les Corts,TOTAL_E,65-70 dB,15.39%
4,Les Corts,TOTAL_E,70-75 dB,2.52%
4,Les Corts,TOTAL_E,75-80 dB,0.00%
4,Les Corts,TOTAL_E,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,TOTAL_E,<40 dB,3.72%
5,Sarrià-Sant Gervasi,TOTAL_E,40-45 dB,22.32%
5,Sarrià-Sant Gervasi,TOTAL_E,45-50 dB,12.89%
5,Sarrià-Sant Gervasi,TOTAL_E,50-55 dB,11.85%
5,Sarrià-Sant Gervasi,TOTAL_E,55-60 dB,16.66%
5,Sarrià-Sant Gervasi,TOTAL_E,60-65 dB,15.18%
5,Sarrià-Sant Gervasi,TOTAL_E,65-70 dB,11.03%
5,Sarrià-Sant Gervasi,TOTAL_E,70-75 dB,6.35%
5,Sarrià-Sant Gervasi,TOTAL_E,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,TOTAL_E,>=80 dB,0.00%
6,Gràcia,TOTAL_E,<40 dB,7.30%
6,Gràcia,TOTAL_E,40-45 dB,22.14%
6,Gràcia,TOTAL_E,45-50 dB,10.49%
6,Gràcia,TOTAL_E,50-55 dB,9.55%
6,Gràcia,TOTAL_E,55-60 dB,13.87%
6,Gràcia,TOTAL_E,60-65 dB,16.95%
6,Gràcia,TOTAL_E,65-70 dB,15.08%
6,Gràcia,TOTAL_E,70-75 dB,4.62%
6,Gràcia,TOTAL_E,75-80 dB,0.00%
6,Gràcia,TOTAL_E,>=80 dB,0.00%
7,Horta-Guinardó,TOTAL_E,<40 dB,10.80%
7,Horta-Guinardó,TOTAL_E,40-45 dB,23.34%
7,Horta-Guinardó,TOTAL_E,45-50 dB,10.68%
7,Horta-Guinardó,TOTAL_E,50-55 dB,11.95%
7,Horta-Guinardó,TOTAL_E,55-60 dB,17.26%
7,Horta-Guinardó,TOTAL_E,60-65 dB,13.99%
7,Horta-Guinardó,TOTAL_E,65-70 dB,10.43%
7,Horta-Guinardó,TOTAL_E,70-75 dB,1.55%
7,Horta-Guinardó,TOTAL_E,75-80 dB,0.00%
7,Horta-Guinardó,TOTAL_E,>=80 dB,0.00%
8,Nou Barris,TOTAL_E,<40 dB,9.67%
8,Nou Barris,TOTAL_E,40-45 dB,19.41%
8,Nou Barris,TOTAL_E,45-50 dB,11.91%
8,Nou Barris,TOTAL_E,50-55 dB,17.72%
8,Nou Barris,TOTAL_E,55-60 dB,19.27%
8,Nou Barris,TOTAL_E,60-65 dB,13.07%
8,Nou Barris,TOTAL_E,65-70 dB,7.84%
8,Nou Barris,TOTAL_E,70-75 dB,1.09%
8,Nou Barris,TOTAL_E,75-80 dB,0.02%
8,Nou Barris,TOTAL_E,>=80 dB,0.00%
9,Sant Andreu,TOTAL_E,<40 dB,6.64%
9,Sant Andreu,TOTAL_E,40-45 dB,19.01%
9,Sant Andreu,TOTAL_E,45-50 dB,11.16%
9,Sant Andreu,TOTAL_E,50-55 dB,11.59%
9,Sant Andreu,TOTAL_E,55-60 dB,18.70%
9,Sant Andreu,TOTAL_E,60-65 dB,16.90%
9,Sant Andreu,TOTAL_E,65-70 dB,13.41%
9,Sant Andreu,TOTAL_E,70-75 dB,2.59%
9,Sant Andreu,TOTAL_E,75-80 dB,0.00%
9,Sant Andreu,TOTAL_E,>=80 dB,0.00%
10,Sant Martí,TOTAL_E,<40 dB,3.16%
10,Sant Martí,TOTAL_E,40-45 dB,17.15%
10,Sant Martí,TOTAL_E,45-50 dB,12.81%
10,Sant Martí,TOTAL_E,50-55 dB,13.02%
10,Sant Martí,TOTAL_E,55-60 dB,20.47%
10,Sant Martí,TOTAL_E,60-65 dB,18.78%
10,Sant Martí,TOTAL_E,65-70 dB,11.73%
10,Sant Martí,TOTAL_E,70-75 dB,2.88%
10,Sant Martí,TOTAL_E,75-80 dB,0.00%
10,Sant Martí,TOTAL_E,>=80 dB,0.00%
1,Ciutat Vella,TOTAL_N,<40 dB,40.15%
1,Ciutat Vella,TOTAL_N,40-45 dB,9.38%
1,Ciutat Vella,TOTAL_N,45-50 dB,13.04%
1,Ciutat Vella,TOTAL_N,50-55 dB,15.36%
1,Ciutat Vella,TOTAL_N,55-60 dB,9.64%
1,Ciutat Vella,TOTAL_N,60-65 dB,10.32%
1,Ciutat Vella,TOTAL_N,65-70 dB,2.11%
1,Ciutat Vella,TOTAL_N,70-75 dB,0.00%
1,Ciutat Vella,TOTAL_N,75-80 dB,0.00%
1,Ciutat Vella,TOTAL_N,>=80 dB,0.00%
2,Eixample,TOTAL_N,<40 dB,22.10%
2,Eixample,TOTAL_N,40-45 dB,22.41%
2,Eixample,TOTAL_N,45-50 dB,1.35%
2,Eixample,TOTAL_N,50-55 dB,3.32%
2,Eixample,TOTAL_N,55-60 dB,11.31%
2,Eixample,TOTAL_N,60-65 dB,29.82%
2,Eixample,TOTAL_N,65-70 dB,9.69%
2,Eixample,TOTAL_N,70-75 dB,0.00%
2,Eixample,TOTAL_N,75-80 dB,0.00%
2,Eixample,TOTAL_N,>=80 dB,0.00%
3,Sants-Montjuïc,TOTAL_N,<40 dB,36.78%
3,Sants-Montjuïc,TOTAL_N,40-45 dB,8.79%
3,Sants-Montjuïc,TOTAL_N,45-50 dB,9.28%
3,Sants-Montjuïc,TOTAL_N,50-55 dB,16.87%
3,Sants-Montjuïc,TOTAL_N,55-60 dB,13.70%
3,Sants-Montjuïc,TOTAL_N,60-65 dB,12.24%
3,Sants-Montjuïc,TOTAL_N,65-70 dB,2.34%
3,Sants-Montjuïc,TOTAL_N,70-75 dB,0.00%
3,Sants-Montjuïc,TOTAL_N,75-80 dB,0.00%
3,Sants-Montjuïc,TOTAL_N,>=80 dB,0.00%
4,Les Corts,TOTAL_N,<40 dB,25.30%
4,Les Corts,TOTAL_N,40-45 dB,8.26%
4,Les Corts,TOTAL_N,45-50 dB,10.54%
4,Les Corts,TOTAL_N,50-55 dB,19.50%
4,Les Corts,TOTAL_N,55-60 dB,18.95%
4,Les Corts,TOTAL_N,60-65 dB,15.45%
4,Les Corts,TOTAL_N,65-70 dB,2.00%
4,Les Corts,TOTAL_N,70-75 dB,0.00%
4,Les Corts,TOTAL_N,75-80 dB,0.00%
4,Les Corts,TOTAL_N,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,TOTAL_N,<40 dB,28.66%
5,Sarrià-Sant Gervasi,TOTAL_N,40-45 dB,13.56%
5,Sarrià-Sant Gervasi,TOTAL_N,45-50 dB,11.73%
5,Sarrià-Sant Gervasi,TOTAL_N,50-55 dB,13.89%
5,Sarrià-Sant Gervasi,TOTAL_N,55-60 dB,14.08%
5,Sarrià-Sant Gervasi,TOTAL_N,60-65 dB,11.47%
5,Sarrià-Sant Gervasi,TOTAL_N,65-70 dB,6.61%
5,Sarrià-Sant Gervasi,TOTAL_N,70-75 dB,0.00%
5,Sarrià-Sant Gervasi,TOTAL_N,75-80 dB,0.00%
5,Sarrià-Sant Gervasi,TOTAL_N,>=80 dB,0.00%
6,Gràcia,TOTAL_N,<40 dB,33.23%
6,Gràcia,TOTAL_N,40-45 dB,10.70%
6,Gràcia,TOTAL_N,45-50 dB,9.33%
6,Gràcia,TOTAL_N,50-55 dB,11.07%
6,Gràcia,TOTAL_N,55-60 dB,15.55%
6,Gràcia,TOTAL_N,60-65 dB,15.45%
6,Gràcia,TOTAL_N,65-70 dB,4.67%
6,Gràcia,TOTAL_N,70-75 dB,0.00%
6,Gràcia,TOTAL_N,75-80 dB,0.00%
6,Gràcia,TOTAL_N,>=80 dB,0.00%
7,Horta-Guinardó,TOTAL_N,<40 dB,36.37%
7,Horta-Guinardó,TOTAL_N,40-45 dB,10.12%
7,Horta-Guinardó,TOTAL_N,45-50 dB,12.07%
7,Horta-Guinardó,TOTAL_N,50-55 dB,16.25%
7,Horta-Guinardó,TOTAL_N,55-60 dB,13.69%
7,Horta-Guinardó,TOTAL_N,60-65 dB,10.20%
7,Horta-Guinardó,TOTAL_N,65-70 dB,1.30%
7,Horta-Guinardó,TOTAL_N,70-75 dB,0.00%
7,Horta-Guinardó,TOTAL_N,75-80 dB,0.00%
7,Horta-Guinardó,TOTAL_N,>=80 dB,0.00%
8,Nou Barris,TOTAL_N,<40 dB,30.72%
8,Nou Barris,TOTAL_N,40-45 dB,12.00%
8,Nou Barris,TOTAL_N,45-50 dB,18.13%
8,Nou Barris,TOTAL_N,50-55 dB,18.39%
8,Nou Barris,TOTAL_N,55-60 dB,12.07%
8,Nou Barris,TOTAL_N,60-65 dB,7.64%
8,Nou Barris,TOTAL_N,65-70 dB,1.03%
8,Nou Barris,TOTAL_N,70-75 dB,0.02%
8,Nou Barris,TOTAL_N,75-80 dB,0.00%
8,Nou Barris,TOTAL_N,>=80 dB,0.00%
9,Sant Andreu,TOTAL_N,<40 dB,28.86%
9,Sant Andreu,TOTAL_N,40-45 dB,12.07%
9,Sant Andreu,TOTAL_N,45-50 dB,12.11%
9,Sant Andreu,TOTAL_N,50-55 dB,16.61%
9,Sant Andreu,TOTAL_N,55-60 dB,14.98%
9,Sant Andreu,TOTAL_N,60-65 dB,13.30%
9,Sant Andreu,TOTAL_N,65-70 dB,2.07%
9,Sant Andreu,TOTAL_N,70-75 dB,0.00%
9,Sant Andreu,TOTAL_N,75-80 dB,0.00%
9,Sant Andreu,TOTAL_N,>=80 dB,0.00%
10,Sant Martí,TOTAL_N,<40 dB,23.22%
10,Sant Martí,TOTAL_N,40-45 dB,13.44%
10,Sant Martí,TOTAL_N,45-50 dB,13.32%
10,Sant Martí,TOTAL_N,50-55 dB,18.34%
10,Sant Martí,TOTAL_N,55-60 dB,17.39%
10,Sant Martí,TOTAL_N,60-65 dB,11.71%
10,Sant Martí,TOTAL_N,65-70 dB,2.58%
10,Sant Martí,TOTAL_N,70-75 dB,0.00%
10,Sant Martí,TOTAL_N,75-80 dB,0.00%
10,Sant Martí,TOTAL_N,>=80 dB,0.00%
1,Ciutat Vella,TOTAL_DEN,<40 dB,0.54%
1,Ciutat Vella,TOTAL_DEN,40-45 dB,21.23%
1,Ciutat Vella,TOTAL_DEN,45-50 dB,15.19%
1,Ciutat Vella,TOTAL_DEN,50-55 dB,11.76%
1,Ciutat Vella,TOTAL_DEN,55-60 dB,17.71%
1,Ciutat Vella,TOTAL_DEN,60-65 dB,16.81%
1,Ciutat Vella,TOTAL_DEN,65-70 dB,11.71%
1,Ciutat Vella,TOTAL_DEN,70-75 dB,4.67%
1,Ciutat Vella,TOTAL_DEN,75-80 dB,0.38%
1,Ciutat Vella,TOTAL_DEN,>=80 dB,0.00%
2,Eixample,TOTAL_DEN,<40 dB,0.12%
2,Eixample,TOTAL_DEN,40-45 dB,0.32%
2,Eixample,TOTAL_DEN,45-50 dB,29.15%
2,Eixample,TOTAL_DEN,50-55 dB,9.04%
2,Eixample,TOTAL_DEN,55-60 dB,5.66%
2,Eixample,TOTAL_DEN,60-65 dB,7.33%
2,Eixample,TOTAL_DEN,65-70 dB,17.69%
2,Eixample,TOTAL_DEN,70-75 dB,27.15%
2,Eixample,TOTAL_DEN,75-80 dB,3.54%
2,Eixample,TOTAL_DEN,>=80 dB,0.00%
3,Sants-Montjuïc,TOTAL_DEN,<40 dB,1.07%
3,Sants-Montjuïc,TOTAL_DEN,40-45 dB,18.63%
3,Sants-Montjuïc,TOTAL_DEN,45-50 dB,14.94%
3,Sants-Montjuïc,TOTAL_DEN,50-55 dB,10.70%
3,Sants-Montjuïc,TOTAL_DEN,55-60 dB,12.59%
3,Sants-Montjuïc,TOTAL_DEN,60-65 dB,19.41%
3,Sants-Montjuïc,TOTAL_DEN,65-70 dB,13.97%
3,Sants-Montjuïc,TOTAL_DEN,70-75 dB,7.80%
3,Sants-Montjuïc,TOTAL_DEN,75-80 dB,0.89%
3,Sants-Montjuïc,TOTAL_DEN,>=80 dB,0.00%
4,Les Corts,TOTAL_DEN,<40 dB,0.15%
4,Les Corts,TOTAL_DEN,40-45 dB,7.44%
4,Les Corts,TOTAL_DEN,45-50 dB,18.26%
4,Les Corts,TOTAL_DEN,50-55 dB,8.41%
4,Les Corts,TOTAL_DEN,55-60 dB,13.88%
4,Les Corts,TOTAL_DEN,60-65 dB,23.29%
4,Les Corts,TOTAL_DEN,65-70 dB,15.87%
4,Les Corts,TOTAL_DEN,70-75 dB,11.98%
4,Les Corts,TOTAL_DEN,75-80 dB,0.72%
4,Les Corts,TOTAL_DEN,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,TOTAL_DEN,<40 dB,0.94%
5,Sarrià-Sant Gervasi,TOTAL_DEN,40-45 dB,7.13%
5,Sarrià-Sant Gervasi,TOTAL_DEN,45-50 dB,19.93%
5,Sarrià-Sant Gervasi,TOTAL_DEN,50-55 dB,13.67%
5,Sarrià-Sant Gervasi,TOTAL_DEN,55-60 dB,15.10%
5,Sarrià-Sant Gervasi,TOTAL_DEN,60-65 dB,16.24%
5,Sarrià-Sant Gervasi,TOTAL_DEN,65-70 dB,12.37%
5,Sarrià-Sant Gervasi,TOTAL_DEN,70-75 dB,12.52%
5,Sarrià-Sant Gervasi,TOTAL_DEN,75-80 dB,2.10%
5,Sarrià-Sant Gervasi,TOTAL_DEN,>=80 dB,0.00%
6,Gràcia,TOTAL_DEN,<40 dB,0.58%
6,Gràcia,TOTAL_DEN,40-45 dB,12.27%
6,Gràcia,TOTAL_DEN,45-50 dB,18.09%
6,Gràcia,TOTAL_DEN,50-55 dB,10.91%
6,Gràcia,TOTAL_DEN,55-60 dB,12.61%
6,Gràcia,TOTAL_DEN,60-65 dB,14.81%
6,Gràcia,TOTAL_DEN,65-70 dB,17.75%
6,Gràcia,TOTAL_DEN,70-75 dB,11.35%
6,Gràcia,TOTAL_DEN,75-80 dB,1.63%
6,Gràcia,TOTAL_DEN,>=80 dB,0.00%
7,Horta-Guinardó,TOTAL_DEN,<40 dB,2.15%
7,Horta-Guinardó,TOTAL_DEN,40-45 dB,16.75%
7,Horta-Guinardó,TOTAL_DEN,45-50 dB,17.58%
7,Horta-Guinardó,TOTAL_DEN,50-55 dB,11.73%
7,Horta-Guinardó,TOTAL_DEN,55-60 dB,15.22%
7,Horta-Guinardó,TOTAL_DEN,60-65 dB,15.43%
7,Horta-Guinardó,TOTAL_DEN,65-70 dB,13.22%
7,Horta-Guinardó,TOTAL_DEN,70-75 dB,7.59%
7,Horta-Guinardó,TOTAL_DEN,75-80 dB,0.33%
7,Horta-Guinardó,TOTAL_DEN,>=80 dB,0.00%
8,Nou Barris,TOTAL_DEN,<40 dB,1.88%
8,Nou Barris,TOTAL_DEN,40-45 dB,13.20%
8,Nou Barris,TOTAL_DEN,45-50 dB,16.93%
8,Nou Barris,TOTAL_DEN,50-55 dB,12.82%
8,Nou Barris,TOTAL_DEN,55-60 dB,21.46%
8,Nou Barris,TOTAL_DEN,60-65 dB,17.18%
8,Nou Barris,TOTAL_DEN,65-70 dB,10.69%
8,Nou Barris,TOTAL_DEN,70-75 dB,5.60%
8,Nou Barris,TOTAL_DEN,75-80 dB,0.24%
8,Nou Barris,TOTAL_DEN,>=80 dB,0.00%
9,Sant Andreu,TOTAL_DEN,<40 dB,0.61%
9,Sant Andreu,TOTAL_DEN,40-45 dB,9.96%
9,Sant Andreu,TOTAL_DEN,45-50 dB,16.23%
9,Sant Andreu,TOTAL_DEN,50-55 dB,12.67%
9,Sant Andreu,TOTAL_DEN,55-60 dB,16.50%
9,Sant Andreu,TOTAL_DEN,60-65 dB,18.92%
9,Sant Andreu,TOTAL_DEN,65-70 dB,14.81%
9,Sant Andreu,TOTAL_DEN,70-75 dB,9.60%
9,Sant Andreu,TOTAL_DEN,75-80 dB,0.70%
9,Sant Andreu,TOTAL_DEN,>=80 dB,0.00%
10,Sant Martí,TOTAL_DEN,<40 dB,0.43%
10,Sant Martí,TOTAL_DEN,40-45 dB,6.77%
10,Sant Martí,TOTAL_DEN,45-50 dB,15.87%
10,Sant Martí,TOTAL_DEN,50-55 dB,13.61%
10,Sant Martí,TOTAL_DEN,55-60 dB,17.90%
10,Sant Martí,TOTAL_DEN,60-65 dB,19.94%
10,Sant Martí,TOTAL_DEN,65-70 dB,15.66%
10,Sant Martí,TOTAL_DEN,70-75 dB,8.92%
10,Sant Martí,TOTAL_DEN,75-80 dB,0.90%
10,Sant Martí,TOTAL_DEN,>=80 dB,0.00%
1,Ciutat Vella,TRANSIT_D,<40 dB,11.32%
1,Ciutat Vella,TRANSIT_D,40-45 dB,29.39%
1,Ciutat Vella,TRANSIT_D,45-50 dB,9.42%
1,Ciutat Vella,TRANSIT_D,50-55 dB,12.28%
1,Ciutat Vella,TRANSIT_D,55-60 dB,17.88%
1,Ciutat Vella,TRANSIT_D,60-65 dB,12.34%
1,Ciutat Vella,TRANSIT_D,65-70 dB,5.11%
1,Ciutat Vella,TRANSIT_D,70-75 dB,2.20%
1,Ciutat Vella,TRANSIT_D,75-80 dB,0.06%
1,Ciutat Vella,TRANSIT_D,>=80 dB,0.00%
2,Eixample,TRANSIT_D,<40 dB,0.15%
2,Eixample,TRANSIT_D,40-45 dB,6.11%
2,Eixample,TRANSIT_D,45-50 dB,36.77%
2,Eixample,TRANSIT_D,50-55 dB,2.23%
2,Eixample,TRANSIT_D,55-60 dB,2.27%
2,Eixample,TRANSIT_D,60-65 dB,6.87%
2,Eixample,TRANSIT_D,65-70 dB,26.35%
2,Eixample,TRANSIT_D,70-75 dB,18.30%
2,Eixample,TRANSIT_D,75-80 dB,0.95%
2,Eixample,TRANSIT_D,>=80 dB,0.00%
3,Sants-Montjuïc,TRANSIT_D,<40 dB,7.50%
3,Sants-Montjuïc,TRANSIT_D,40-45 dB,22.82%
3,Sants-Montjuïc,TRANSIT_D,45-50 dB,13.22%
3,Sants-Montjuïc,TRANSIT_D,50-55 dB,7.70%
3,Sants-Montjuïc,TRANSIT_D,55-60 dB,14.27%
3,Sants-Montjuïc,TRANSIT_D,60-65 dB,17.10%
3,Sants-Montjuïc,TRANSIT_D,65-70 dB,12.13%
3,Sants-Montjuïc,TRANSIT_D,70-75 dB,5.26%
3,Sants-Montjuïc,TRANSIT_D,75-80 dB,0.00%
3,Sants-Montjuïc,TRANSIT_D,>=80 dB,0.00%
4,Les Corts,TRANSIT_D,<40 dB,0.36%
4,Les Corts,TRANSIT_D,40-45 dB,16.95%
4,Les Corts,TRANSIT_D,45-50 dB,13.43%
4,Les Corts,TRANSIT_D,50-55 dB,8.73%
4,Les Corts,TRANSIT_D,55-60 dB,16.16%
4,Les Corts,TRANSIT_D,60-65 dB,21.19%
4,Les Corts,TRANSIT_D,65-70 dB,13.66%
4,Les Corts,TRANSIT_D,70-75 dB,9.52%
4,Les Corts,TRANSIT_D,75-80 dB,0.00%
4,Les Corts,TRANSIT_D,>=80 dB,0.00%
5,Sarrià-Sant Gervasi,TRANSIT_D,<40 dB,1.79%
5,Sarrià-Sant Gervasi,TRANSIT_D,40-45 dB,16.60%
5,Sarrià-Sant Gervasi,TRANSIT_D,45-50 dB,21.03%
5,Sarrià-Sant Gervasi,TRANSIT_D,50-55 dB,10.19%
5,Sarrià-Sant Gervasi,TRANSIT_D,55-60 dB,14.28%
5,Sarrià-Sant Gervasi,TRANSIT_D,60-65 dB,14.48%
5,Sarrià-Sant Gervasi,TRANSIT_D,65-70 dB,10.41%
5,Sarrià-Sant Gervasi,TRANSIT_D,70-75 dB,10.87%
5,Sarrià-Sant Gervasi,TRANSIT_D,75-80 dB,0.35%
5,Sarrià-Sant Gervasi,TRANSIT_D,>=80 dB,0.00%
6,Gràcia,TRANSIT_D,<40 dB,2.82%
